kota_administrasi,kecamatan,kelurahan,rw,tgl_kejadian,bulan_kejadian,rainFall_mm,rainDuration_minutes,ketinggian_air_min_cm,ketinggian_air_max_cm,waktu_kejadian
Jakarta Pusat,Menteng,Cikini,02,2024-02-07,Februari,188.7,65,22,72,09:06
Jakarta Pusat,Menteng,Cikini,06,2024-02-25,Februari,178.2,104,6,80,16:46
Jakarta Pusat,Menteng,Cikini,02,2024-03-10,Maret,104.8,126,23,108,00:36
Jakarta Pusat,Menteng,Cikini,01,2024-03-24,Maret,119.5,117,30,86,07:01
Jakarta Pusat,Menteng,Cikini,04,2024-04-10,April,1.3,34,3,24,05:56
Jakarta Pusat,Menteng,Cikini,11,2024-05-07,Mei,16.1,72,13,25,14:57
Jakarta Pusat,Menteng,Cikini,04,2024-06-06,Juni,4.0,3,12,31,02:34
Jakarta Pusat,Menteng,Cikini,08,2024-07-21,Juli,13.0,45,9,21,20:32
Jakarta Pusat,Menteng,Cikini,15,2024-08-16,Agustus,8.4,21,2,2,03:54
Jakarta Pusat,Menteng,Cikini,15,2024-09-20,September,23.2,22,8,17,08:33
Jakarta Pusat,Menteng,Cikini,08,2024-10-02,Oktober,109.4,198,41,63,13:46
Jakarta Pusat,Menteng,Cikini,03,2024-10-01,Oktober,86.0,205,39,86,21:06
Jakarta Pusat,Menteng,Cikini,11,2024-11-11,November,125.6,159,28,60,11:26
Jakarta Pusat,Menteng,Cikini,14,2024-11-16,November,135.9,194,19,60,05:09
Jakarta Pusat,Menteng,Cikini,08,2024-12-17,Desember,105.4,109,33,34,06:25
Jakarta Pusat,Menteng,Cikini,08,2024-12-25,Desember,125.8,110,32,37,04:18
Jakarta Pusat,Menteng,Kebon Sirih,06,2024-01-16,Januari,173.7,103,27,59,01:39
Jakarta Pusat,Menteng,Kebon Sirih,12,2024-01-04,Januari,173.9,99,38,47,14:09
Jakarta Pusat,Menteng,Kebon Sirih,05,2024-02-24,Februari,67.2,102,2,103,13:59
Jakarta Pusat,Menteng,Kebon Sirih,05,2024-02-03,Februari,84.7,105,11,98,18:52
Jakarta Pusat,Menteng,Kebon Sirih,08,2024-03-07,Maret,76.4,122,12,108,04:46
Jakarta Pusat,Menteng,Kebon Sirih,04,2024-03-17,Maret,93.0,118,23,103,04:33
Jakarta Pusat,Menteng,Kebon Sirih,02,2024-04-02,April,27.0,43,2,31,20:53
Jakarta Pusat,Menteng,Kebon Sirih,07,2024-05-18,Mei,44.5,26,1,8,06:46
Jakarta Pusat,Menteng,Kebon Sirih,11,2024-06-26,Juni,44.6,33,9,23,23:05
Jakarta Pusat,Menteng,Kebon Sirih,05,2024-07-03,Juli,13.6,14,11,18,05:52
Jakarta Pusat,Menteng,Kebon Sirih,04,2024-08-05,Agustus,32.4,26,1,38,18:47
Jakarta Pusat,Menteng,Kebon Sirih,12,2024-09-13,September,29.2,11,5,39,07:52
Jakarta Pusat,Menteng,Kebon Sirih,03,2024-10-01,Oktober,167.6,75,28,85,01:34
Jakarta Pusat,Menteng,Kebon Sirih,08,2024-10-06,Oktober,176.0,75,28,89,12:18
Jakarta Pusat,Menteng,Kebon Sirih,10,2024-11-20,November,163.1,188,38,67,15:56
Jakarta Pusat,Menteng,Kebon Sirih,01,2024-11-09,November,170.2,207,43,64,23:57
Jakarta Pusat,Menteng,Kebon Sirih,02,2024-12-22,Desember,132.9,114,6,43,15:57
Jakarta Pusat,Menteng,Kebon Sirih,11,2024-12-07,Desember,122.2,121,18,49,11:01
Jakarta Pusat,Menteng,Gondangdia,12,2024-01-26,Januari,68.9,217,21,52,13:06
Jakarta Pusat,Menteng,Gondangdia,13,2024-01-02,Januari,65.6,216,19,67,20:57
Jakarta Pusat,Menteng,Gondangdia,13,2024-02-13,Februari,168.5,150,42,66,02:52
Jakarta Pusat,Menteng,Gondangdia,14,2024-02-16,Februari,168.5,132,35,72,08:21
Jakarta Pusat,Menteng,Gondangdia,15,2024-03-07,Maret,115.5,87,16,66,11:12
Jakarta Pusat,Menteng,Gondangdia,14,2024-03-13,Maret,118.0,70,12,71,03:12
Jakarta Pusat,Menteng,Gondangdia,05,2024-04-26,April,34.4,54,3,13,13:04
Jakarta Pusat,Menteng,Gondangdia,06,2024-05-17,Mei,23.6,64,1,25,06:17
Jakarta Pusat,Menteng,Gondangdia,15,2024-06-08,Juni,14.3,76,0,18,09:16
Jakarta Pusat,Menteng,Gondangdia,07,2024-07-10,Juli,47.1,17,7,21,10:40
Jakarta Pusat,Menteng,Gondangdia,09,2024-08-16,Agustus,66.7,50,7,22,16:20
Jakarta Pusat,Menteng,Gondangdia,07,2024-09-20,September,32.4,31,5,31,13:30
Jakarta Pusat,Menteng,Gondangdia,04,2024-10-21,Oktober,84.4,196,20,63,04:55
Jakarta Pusat,Menteng,Gondangdia,14,2024-10-07,Oktober,89.8,199,6,62,01:14
Jakarta Pusat,Menteng,Gondangdia,03,2024-11-06,November,170.6,172,35,72,16:14
Jakarta Pusat,Menteng,Gondangdia,06,2024-11-24,November,166.0,153,25,89,02:21
Jakarta Pusat,Menteng,Gondangdia,07,2024-12-06,Desember,77.7,132,43,90,23:50
Jakarta Pusat,Menteng,Gondangdia,14,2024-12-23,Desember,57.1,141,39,75,03:24
Jakarta Pusat,Senen,Senen,02,2024-01-25,Januari,200.8,247,16,113,19:39
Jakarta Pusat,Senen,Senen,04,2024-01-21,Januari,194.0,235,22,111,09:04
Jakarta Pusat,Senen,Senen,04,2024-02-21,Februari,94.2,100,14,72,21:23
Jakarta Pusat,Senen,Senen,05,2024-02-20,Februari,114.8,97,13,48,08:57
Jakarta Pusat,Senen,Senen,04,2024-03-15,Maret,59.1,203,24,85,07:56
Jakarta Pusat,Senen,Senen,15,2024-03-20,Maret,68.1,196,32,84,02:03
Jakarta Pusat,Senen,Senen,14,2024-04-15,April,2.7,44,4,42,08:42
Jakarta Pusat,Senen,Senen,05,2024-05-27,Mei,6.9,29,4,6,23:24
Jakarta Pusat,Senen,Senen,09,2024-06-27,Juni,22.9,21,10,15,05:28
Jakarta Pusat,Senen,Senen,05,2024-07-09,Juli,48.9,34,0,35,10:52
Jakarta Pusat,Senen,Senen,06,2024-08-21,Agustus,64.8,43,6,24,23:04
Jakarta Pusat,Senen,Senen,04,2024-09-16,September,60.7,31,9,16,05:45
Jakarta Pusat,Senen,Senen,01,2024-10-06,Oktober,103.1,181,4,81,23:25
Jakarta Pusat,Senen,Senen,12,2024-10-04,Oktober,79.2,178,19,71,07:33
Jakarta Pusat,Senen,Senen,06,2024-11-08,November,111.6,65,37,121,10:34
Jakarta Pusat,Senen,Senen,13,2024-11-09,November,112.6,87,34,109,10:24
Jakarta Pusat,Senen,Senen,11,2024-12-27,Desember,178.7,235,33,68,19:24
Jakarta Pusat,Senen,Senen,11,2024-12-25,Desember,204.5,229,37,76,12:18
Jakarta Pusat,Senen,Kwitang,03,2024-01-13,Januari,92.8,178,29,67,22:50
Jakarta Pusat,Senen,Kwitang,11,2024-01-07,Januari,108.3,175,39,53,04:36
Jakarta Pusat,Senen,Kwitang,15,2024-02-21,Februari,172.8,76,43,125,16:51
Jakarta Pusat,Senen,Kwitang,03,2024-02-09,Februari,148.2,64,30,115,23:16
Jakarta Pusat,Senen,Kwitang,11,2024-03-25,Maret,112.2,186,10,80,21:23
Jakarta Pusat,Senen,Kwitang,15,2024-03-04,Maret,117.7,175,10,80,18:01
Jakarta Pusat,Senen,Kwitang,14,2024-04-28,April,35.0,75,1,17,15:46
Jakarta Pusat,Senen,Kwitang,12,2024-05-05,Mei,29.9,6,9,25,06:15
Jakarta Pusat,Senen,Kwitang,09,2024-06-17,Juni,37.0,74,2,44,17:32
Jakarta Pusat,Senen,Kwitang,11,2024-07-27,Juli,39.2,40,4,30,13:51
Jakarta Pusat,Senen,Kwitang,11,2024-08-04,Agustus,49.3,30,6,12,10:53
Jakarta Pusat,Senen,Kwitang,10,2024-09-18,September,47.5,8,1,7,19:50
Jakarta Pusat,Senen,Kwitang,14,2024-10-01,Oktober,89.7,56,25,42,19:21
Jakarta Pusat,Senen,Kwitang,14,2024-10-21,Oktober,62.9,79,19,53,07:23
Jakarta Pusat,Senen,Kwitang,06,2024-11-07,November,162.7,106,24,84,00:47
Jakarta Pusat,Senen,Kwitang,15,2024-11-02,November,149.7,126,38,67,16:47
Jakarta Pusat,Senen,Kwitang,03,2024-12-28,Desember,70.5,101,15,74,02:48
Jakarta Pusat,Senen,Kwitang,10,2024-12-18,Desember,74.0,89,3,87,22:41
Jakarta Pusat,Senen,Kenari,12,2024-01-05,Januari,148.1,232,32,126,12:38
Jakarta Pusat,Senen,Kenari,09,2024-01-16,Januari,171.2,211,31,122,04:30
Jakarta Pusat,Senen,Kenari,07,2024-02-07,Februari,58.8,192,34,97,15:57
Jakarta Pusat,Senen,Kenari,09,2024-02-26,Februari,75.9,206,38,95,16:35
Jakarta Pusat,Senen,Kenari,01,2024-03-06,Maret,112.2,186,29,113,05:49
Jakarta Pusat,Senen,Kenari,07,2024-03-18,Maret,93.3,189,41,127,18:09
Jakarta Pusat,Senen,Kenari,11,2024-04-28,April,34.1,23,2,10,02:10
Jakarta Pusat,Senen,Kenari,01,2024-05-11,Mei,64.7,31,7,35,03:36
Jakarta Pusat,Senen,Kenari,04,2024-06-16,Juni,33.2,60,3,21,18:25
Jakarta Pusat,Senen,Kenari,05,2024-07-01,Juli,7.9,1,10,19,00:19
Jakarta Pusat,Senen,Kenari,05,2024-08-21,Agustus,45.7,58,6,31,02:06
Jakarta Pusat,Senen,Kenari,05,2024-09-28,September,38.8,48,2,12,06:32
Jakarta Pusat,Senen,Kenari,10,2024-10-28,Oktober,75.8,142,35,89,02:02
Jakarta Pusat,Senen,Kenari,14,2024-10-07,Oktober,85.6,132,23,91,17:28
Jakarta Pusat,Senen,Kenari,02,2024-11-10,November,144.0,201,11,121,00:17
Jakarta Pusat,Senen,Kenari,07,2024-11-09,November,159.0,226,3,132,01:25
Jakarta Pusat,Senen,Kenari,02,2024-12-07,Desember,106.1,74,16,56,18:36
Jakarta Pusat,Senen,Kenari,14,2024-12-19,Desember,91.9,81,20,50,10:09
Jakarta Pusat,Senen,Paseban,09,2024-01-22,Januari,152.0,167,27,54,16:43
Jakarta Pusat,Senen,Paseban,06,2024-01-03,Januari,164.6,149,21,58,05:51
Jakarta Pusat,Senen,Paseban,04,2024-02-02,Februari,133.1,126,14,63,15:38
Jakarta Pusat,Senen,Paseban,02,2024-02-23,Februari,123.2,112,31,64,00:09
Jakarta Pusat,Senen,Paseban,09,2024-03-25,Maret,71.7,97,29,82,23:51
Jakarta Pusat,Senen,Paseban,05,2024-03-18,Maret,54.7,104,36,65,13:34
Jakarta Pusat,Senen,Paseban,09,2024-04-07,April,31.6,74,2,23,09:49
Jakarta Pusat,Senen,Paseban,10,2024-05-23,Mei,71.4,55,12,21,01:19
Jakarta Pusat,Senen,Paseban,01,2024-06-06,Juni,33.8,33,4,16,00:51
Jakarta Pusat,Senen,Paseban,15,2024-07-20,Juli,33.0,46,9,12,18:15
Jakarta Pusat,Senen,Paseban,12,2024-08-22,Agustus,58.9,0,7,25,06:33
Jakarta Pusat,Senen,Paseban,13,2024-09-03,September,29.4,31,7,21,23:02
Jakarta Pusat,Senen,Paseban,02,2024-10-02,Oktober,197.9,175,19,103,14:21
Jakarta Pusat,Senen,Paseban,04,2024-10-07,Oktober,212.9,183,16,120,11:47
Jakarta Pusat,Senen,Paseban,02,2024-11-02,November,116.3,227,25,50,20:31
Jakarta Pusat,Senen,Paseban,03,2024-11-22,November,119.0,252,30,58,02:43
Jakarta Pusat,Senen,Paseban,06,2024-12-20,Desember,130.7,148,40,66,23:25
Jakarta Pusat,Senen,Paseban,06,2024-12-26,Desember,155.5,131,42,67,10:11
Jakarta Pusat,Senen,Kramat,15,2024-01-03,Januari,158.2,94,37,125,14:55
Jakarta Pusat,Senen,Kramat,03,2024-01-17,Januari,168.1,95,38,103,15:58
Jakarta Pusat,Senen,Kramat,07,2024-02-06,Februari,188.1,238,41,57,10:04
Jakarta Pusat,Senen,Kramat,13,2024-02-09,Februari,191.2,235,43,80,18:43
Jakarta Pusat,Senen,Kramat,13,2024-03-11,Maret,135.0,100,46,70,03:02
Jakarta Pusat,Senen,Kramat,06,2024-03-13,Maret,133.6,79,29,60,10:57
Jakarta Pusat,Senen,Kramat,08,2024-04-22,April,11.4,61,9,14,11:53
Jakarta Pusat,Senen,Kramat,07,2024-05-11,Mei,16.1,24,1,31,22:51
Jakarta Pusat,Senen,Kramat,08,2024-06-28,Juni,15.4,64,5,22,09:46
Jakarta Pusat,Senen,Kramat,04,2024-07-19,Juli,44.1,12,5,28,17:31
Jakarta Pusat,Senen,Kramat,10,2024-08-25,Agustus,45.0,62,10,23,01:37
Jakarta Pusat,Senen,Kramat,14,2024-09-12,September,36.8,31,7,22,05:42
Jakarta Pusat,Senen,Kramat,07,2024-10-12,Oktober,58.6,131,14,76,20:10
Jakarta Pusat,Senen,Kramat,02,2024-10-15,Oktober,82.6,150,21,90,06:31
Jakarta Pusat,Senen,Kramat,13,2024-11-19,November,93.2,234,28,49,03:21
Jakarta Pusat,Senen,Kramat,05,2024-11-06,November,112.3,225,20,55,07:58
Jakarta Pusat,Senen,Kramat,14,2024-12-06,Desember,62.8,102,34,125,11:05
Jakarta Pusat,Senen,Kramat,12,2024-12-19,Desember,67.7,88,28,106,17:46
Jakarta Pusat,Senen,Bungur,08,2024-01-23,Januari,50.7,78,45,62,18:22
Jakarta Pusat,Senen,Bungur,10,2024-01-03,Januari,56.5,92,47,61,11:23
Jakarta Pusat,Senen,Bungur,11,2024-02-09,Februari,110.7,153,33,119,23:20
Jakarta Pusat,Senen,Bungur,11,2024-02-09,Februari,134.6,179,45,128,19:45
Jakarta Pusat,Senen,Bungur,09,2024-03-15,Maret,194.2,230,27,41,17:33
Jakarta Pusat,Senen,Bungur,08,2024-03-19,Maret,178.3,211,27,36,01:34
Jakarta Pusat,Senen,Bungur,08,2024-04-02,April,44.6,50,11,34,02:47
Jakarta Pusat,Senen,Bungur,14,2024-05-28,Mei,18.2,4,5,11,02:31
Jakarta Pusat,Senen,Bungur,06,2024-06-18,Juni,9.0,27,6,34,09:37
Jakarta Pusat,Senen,Bungur,07,2024-07-07,Juli,39.8,0,15,29,02:19
Jakarta Pusat,Senen,Bungur,07,2024-08-08,Agustus,49.6,28,5,17,16:25
Jakarta Pusat,Senen,Bungur,15,2024-09-21,September,12.0,20,7,10,00:16
Jakarta Pusat,Senen,Bungur,14,2024-10-13,Oktober,126.9,199,7,41,18:10
Jakarta Pusat,Senen,Bungur,14,2024-10-23,Oktober,113.6,222,14,53,23:57
Jakarta Pusat,Senen,Bungur,05,2024-11-25,November,134.4,103,21,114,05:13
Jakarta Pusat,Senen,Bungur,13,2024-11-03,November,168.1,117,7,112,19:22
Jakarta Pusat,Senen,Bungur,03,2024-12-27,Desember,202.8,146,24,49,08:07
Jakarta Pusat,Senen,Bungur,11,2024-12-22,Desember,205.2,128,31,46,22:20
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,10,2024-01-16,Januari,178.4,149,23,108,10:38
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,02,2024-01-08,Januari,156.1,147,32,117,04:13
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,11,2024-02-25,Februari,184.5,189,24,51,08:27
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,04,2024-02-13,Februari,192.0,176,18,62,21:36
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,06,2024-03-13,Maret,144.2,235,7,132,20:40
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,14,2024-03-01,Maret,157.8,226,9,112,12:22
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,09,2024-04-14,April,18.9,57,2,16,10:52
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,14,2024-05-02,Mei,17.9,39,12,18,17:09
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,05,2024-06-24,Juni,51.3,31,2,18,08:05
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,13,2024-07-04,Juli,49.0,3,2,3,20:17
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,11,2024-08-06,Agustus,41.7,47,4,40,02:55
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,07,2024-09-12,September,35.0,34,7,44,03:32
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,11,2024-10-09,Oktober,130.2,193,21,100,04:48
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,02,2024-10-14,Oktober,126.9,191,21,92,08:27
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,09,2024-11-10,November,97.6,225,19,60,12:00
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,08,2024-11-11,November,91.1,231,9,51,21:19
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,08,2024-12-06,Desember,165.7,182,24,68,00:54
Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,09,2024-12-11,Desember,191.6,167,21,56,15:35
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,02,2024-01-28,Januari,124.8,184,10,64,23:09
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,12,2024-01-28,Januari,123.6,218,20,71,11:59
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,12,2024-02-12,Februari,140.6,184,13,94,06:19
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,13,2024-02-20,Februari,174.3,183,26,90,14:34
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,12,2024-03-13,Maret,174.1,188,18,130,09:48
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,13,2024-03-21,Maret,178.6,176,29,117,05:26
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,15,2024-04-14,April,3.9,15,4,35,23:34
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,15,2024-05-13,Mei,34.3,59,6,15,08:03
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,13,2024-06-16,Juni,50.0,53,8,34,22:19
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,09,2024-07-27,Juli,45.3,49,13,26,00:38
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,15,2024-08-06,Agustus,62.4,34,1,26,10:43
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,05,2024-09-15,September,25.4,32,5,21,01:25
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,08,2024-10-01,Oktober,71.9,183,30,90,08:03
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,11,2024-10-10,Oktober,60.2,161,20,86,16:17
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,13,2024-11-23,November,68.8,223,31,67,21:59
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,14,2024-11-28,November,90.4,192,18,80,08:29
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,15,2024-12-26,Desember,114.7,103,28,96,21:32
Jakarta Pusat,Cempaka Putih,Cempaka Putih Barat,03,2024-12-24,Desember,143.2,112,35,93,15:26
Jakarta Pusat,Cempaka Putih,Rawasari,01,2024-01-04,Januari,109.9,102,28,92,00:29
Jakarta Pusat,Cempaka Putih,Rawasari,03,2024-01-11,Januari,116.0,115,39,91,15:12
Jakarta Pusat,Cempaka Putih,Rawasari,10,2024-02-03,Februari,169.1,139,9,49,18:42
Jakarta Pusat,Cempaka Putih,Rawasari,05,2024-02-20,Februari,174.5,166,9,50,23:49
Jakarta Pusat,Cempaka Putih,Rawasari,11,2024-03-15,Maret,159.7,142,23,103,23:55
Jakarta Pusat,Cempaka Putih,Rawasari,10,2024-03-08,Maret,143.2,124,20,104,12:35
Jakarta Pusat,Cempaka Putih,Rawasari,01,2024-04-13,April,34.2,17,3,6,03:11
Jakarta Pusat,Cempaka Putih,Rawasari,01,2024-05-23,Mei,47.6,24,9,23,16:27
Jakarta Pusat,Cempaka Putih,Rawasari,12,2024-06-18,Juni,36.3,64,7,35,00:24
Jakarta Pusat,Cempaka Putih,Rawasari,02,2024-07-19,Juli,13.2,33,7,38,05:31
Jakarta Pusat,Cempaka Putih,Rawasari,07,2024-08-14,Agustus,20.7,19,6,20,11:43
Jakarta Pusat,Cempaka Putih,Rawasari,08,2024-09-17,September,30.9,14,9,17,16:58
Jakarta Pusat,Cempaka Putih,Rawasari,01,2024-10-19,Oktober,59.2,179,24,111,14:38
Jakarta Pusat,Cempaka Putih,Rawasari,01,2024-10-24,Oktober,50.0,189,26,106,11:33
Jakarta Pusat,Cempaka Putih,Rawasari,07,2024-11-22,November,131.1,136,41,89,06:38
Jakarta Pusat,Cempaka Putih,Rawasari,14,2024-11-24,November,131.3,103,39,101,11:31
Jakarta Pusat,Cempaka Putih,Rawasari,11,2024-12-17,Desember,122.6,108,9,73,10:13
Jakarta Pusat,Cempaka Putih,Rawasari,06,2024-12-18,Desember,122.2,112,25,68,15:08
Jakarta Pusat,Johar Baru,Galur,04,2024-01-24,Januari,50.2,223,15,61,15:11
Jakarta Pusat,Johar Baru,Galur,14,2024-01-06,Januari,64.2,217,16,75,18:26
Jakarta Pusat,Johar Baru,Galur,09,2024-02-25,Februari,101.8,177,30,46,15:20
Jakarta Pusat,Johar Baru,Galur,02,2024-02-20,Februari,85.1,182,33,47,19:18
Jakarta Pusat,Johar Baru,Galur,09,2024-03-07,Maret,93.7,95,40,66,20:13
Jakarta Pusat,Johar Baru,Galur,02,2024-03-22,Maret,86.9,121,41,82,05:56
Jakarta Pusat,Johar Baru,Galur,09,2024-04-02,April,19.7,40,8,17,23:09
Jakarta Pusat,Johar Baru,Galur,09,2024-05-23,Mei,44.7,44,2,18,23:53
Jakarta Pusat,Johar Baru,Galur,13,2024-06-25,Juni,71.9,28,3,27,12:08
Jakarta Pusat,Johar Baru,Galur,06,2024-07-04,Juli,10.4,40,9,17,18:56
Jakarta Pusat,Johar Baru,Galur,07,2024-08-08,Agustus,4.3,72,4,43,12:42
Jakarta Pusat,Johar Baru,Galur,07,2024-09-12,September,58.8,52,5,31,00:35
Jakarta Pusat,Johar Baru,Galur,02,2024-10-23,Oktober,179.3,166,29,68,09:26
Jakarta Pusat,Johar Baru,Galur,09,2024-10-12,Oktober,201.4,162,18,64,07:58
Jakarta Pusat,Johar Baru,Galur,09,2024-11-26,November,83.0,95,25,63,16:02
Jakarta Pusat,Johar Baru,Galur,07,2024-11-12,November,60.1,68,27,49,17:33
Jakarta Pusat,Johar Baru,Galur,09,2024-12-11,Desember,131.5,92,24,107,01:18
Jakarta Pusat,Johar Baru,Galur,04,2024-12-13,Desember,146.5,97,11,107,16:09
Jakarta Pusat,Johar Baru,Tanah Tinggi,09,2024-01-10,Januari,160.6,164,42,92,06:14
Jakarta Pusat,Johar Baru,Tanah Tinggi,15,2024-01-06,Januari,152.9,197,27,86,20:25
Jakarta Pusat,Johar Baru,Tanah Tinggi,07,2024-02-23,Februari,117.8,159,41,78,21:37
Jakarta Pusat,Johar Baru,Tanah Tinggi,08,2024-02-20,Februari,122.6,176,40,71,09:49
Jakarta Pusat,Johar Baru,Tanah Tinggi,01,2024-03-23,Maret,132.1,146,21,89,17:30
Jakarta Pusat,Johar Baru,Tanah Tinggi,13,2024-03-14,Maret,147.7,160,21,98,04:17
Jakarta Pusat,Johar Baru,Tanah Tinggi,01,2024-04-02,April,5.9,54,8,26,12:04
Jakarta Pusat,Johar Baru,Tanah Tinggi,12,2024-05-19,Mei,15.8,44,9,18,20:19
Jakarta Pusat,Johar Baru,Tanah Tinggi,03,2024-06-28,Juni,24.6,22,11,39,20:07
Jakarta Pusat,Johar Baru,Tanah Tinggi,06,2024-07-18,Juli,22.2,39,5,13,22:37
Jakarta Pusat,Johar Baru,Tanah Tinggi,11,2024-08-15,Agustus,54.1,62,11,20,16:00
Jakarta Pusat,Johar Baru,Tanah Tinggi,07,2024-09-17,September,66.8,13,7,33,01:54
Jakarta Pusat,Johar Baru,Tanah Tinggi,14,2024-10-13,Oktober,160.1,159,20,37,09:00
Jakarta Pusat,Johar Baru,Tanah Tinggi,10,2024-10-12,Oktober,160.3,157,20,51,07:34
Jakarta Pusat,Johar Baru,Tanah Tinggi,13,2024-11-12,November,178.2,136,35,62,11:10
Jakarta Pusat,Johar Baru,Tanah Tinggi,09,2024-11-10,November,209.5,99,35,53,03:44
Jakarta Pusat,Johar Baru,Tanah Tinggi,05,2024-12-05,Desember,59.1,73,24,61,01:24
Jakarta Pusat,Johar Baru,Tanah Tinggi,08,2024-12-13,Desember,74.7,61,38,83,03:02
Jakarta Pusat,Johar Baru,Kampung Rawa,15,2024-01-02,Januari,75.7,210,16,68,00:26
Jakarta Pusat,Johar Baru,Kampung Rawa,04,2024-01-19,Januari,46.9,206,17,75,15:09
Jakarta Pusat,Johar Baru,Kampung Rawa,14,2024-02-02,Februari,109.3,214,13,85,12:19
Jakarta Pusat,Johar Baru,Kampung Rawa,14,2024-02-21,Februari,107.1,249,14,102,13:48
Jakarta Pusat,Johar Baru,Kampung Rawa,04,2024-03-04,Maret,113.2,67,26,130,08:43
Jakarta Pusat,Johar Baru,Kampung Rawa,03,2024-03-09,Maret,119.4,44,30,101,09:15
Jakarta Pusat,Johar Baru,Kampung Rawa,01,2024-04-12,April,18.9,47,2,11,02:59
Jakarta Pusat,Johar Baru,Kampung Rawa,10,2024-05-14,Mei,29.0,18,1,13,10:21
Jakarta Pusat,Johar Baru,Kampung Rawa,09,2024-06-03,Juni,13.6,46,10,32,07:21
Jakarta Pusat,Johar Baru,Kampung Rawa,06,2024-07-17,Juli,4.2,36,12,26,05:35
Jakarta Pusat,Johar Baru,Kampung Rawa,15,2024-08-06,Agustus,1.9,59,5,26,20:18
Jakarta Pusat,Johar Baru,Kampung Rawa,03,2024-09-03,September,46.1,37,5,27,08:33
Jakarta Pusat,Johar Baru,Kampung Rawa,11,2024-10-18,Oktober,198.8,233,31,92,10:54
Jakarta Pusat,Johar Baru,Kampung Rawa,15,2024-10-15,Oktober,200.4,233,17,101,02:30
Jakarta Pusat,Johar Baru,Kampung Rawa,02,2024-11-23,November,84.8,131,17,53,18:03
Jakarta Pusat,Johar Baru,Kampung Rawa,11,2024-11-02,November,98.5,133,16,75,22:04
Jakarta Pusat,Johar Baru,Kampung Rawa,11,2024-12-01,Desember,49.0,134,28,99,07:15
Jakarta Pusat,Johar Baru,Kampung Rawa,06,2024-12-02,Desember,65.7,117,26,121,06:27
Jakarta Pusat,Johar Baru,Johar Baru,07,2024-01-03,Januari,185.8,96,49,65,12:35
Jakarta Pusat,Johar Baru,Johar Baru,13,2024-01-27,Januari,155.6,85,30,54,03:19
Jakarta Pusat,Johar Baru,Johar Baru,08,2024-02-19,Februari,92.8,118,43,109,16:42
Jakarta Pusat,Johar Baru,Johar Baru,11,2024-02-21,Februari,91.3,133,29,114,23:44
Jakarta Pusat,Johar Baru,Johar Baru,03,2024-03-02,Maret,50.4,162,33,53,18:35
Jakarta Pusat,Johar Baru,Johar Baru,15,2024-03-15,Maret,66.8,173,32,56,08:19
Jakarta Pusat,Johar Baru,Johar Baru,02,2024-04-14,April,6.9,23,2,9,17:58
Jakarta Pusat,Johar Baru,Johar Baru,03,2024-05-07,Mei,11.4,61,1,28,20:24
Jakarta Pusat,Johar Baru,Johar Baru,13,2024-06-16,Juni,2.0,39,8,26,15:59
Jakarta Pusat,Johar Baru,Johar Baru,01,2024-07-22,Juli,52.6,54,0,32,03:04
Jakarta Pusat,Johar Baru,Johar Baru,10,2024-08-16,Agustus,45.0,26,5,11,07:35
Jakarta Pusat,Johar Baru,Johar Baru,15,2024-09-21,September,41.5,50,2,30,22:47
